"pitcher","game_year","clusters"
607560,2019,3
607560,2021,4
607572,2018,2
607572,2019,3
607572,2021,3
607625,2016,3
607625,2017,3
607625,2018,3
607625,2019,6
607625,2021,3
607644,2018,3
607644,2019,3
607644,2021,4
607680,2021,3
607706,2016,3
607727,2016,2
607732,2019,2
607755,2018,2
607755,2019,2
607755,2021,2
607951,2017,2
607968,2015,2
607968,2017,3
607968,2018,7
608032,2016,2
608032,2017,2
608032,2019,3
608032,2021,2
608167,2015,3
608167,2016,7
608328,2017,2
608328,2018,3
608328,2019,3
608328,2021,3
608331,2017,3
608331,2018,3
608331,2019,3
608331,2021,4
608334,2016,3
608334,2017,3
608334,2018,3
608334,2019,3
608334,2021,3
608335,2021,2
608337,2016,2
608337,2017,2
608337,2018,2
608337,2019,6
608337,2021,3
608344,2019,4
608344,2021,3
608349,2015,4
608349,2016,5
608349,2017,3
608349,2018,2
608349,2021,2
608371,2017,3
608371,2018,3
608371,2019,2
608371,2021,2
608379,2015,3
608379,2016,4
608379,2017,4
608379,2018,4
608379,2019,4
608379,2021,4
608566,2016,2
608566,2017,4
608566,2018,3
608566,2019,2
608566,2021,2
608596,2019,2
608601,2017,2
608601,2018,2
608638,2016,2
608638,2018,2
608638,2019,3
608638,2021,3
608641,2015,3
608648,2015,2
608648,2016,3
608648,2017,2
608648,2018,2
608648,2019,3
608648,2021,3
608650,2017,2
608650,2021,3
608652,2017,3
608652,2018,4
608652,2019,3
608652,2021,3
608654,2018,8
608665,2015,3
608665,2016,4
608665,2017,3
608665,2018,4
608665,2021,5
608678,2015,5
608678,2016,3
608678,2017,4
608678,2018,4
608678,2019,3
608678,2021,3
608686,2021,2
608698,2016,4
608700,2017,1
608700,2019,2
608700,2021,2
608716,2017,3
608716,2018,3
608716,2019,2
608716,2021,4
608717,2016,4
608717,2017,4
608717,2018,4
608717,2019,4
608717,2021,3
608718,2016,3
608718,2017,3
608718,2018,5
608718,2019,2
608718,2021,2
608723,2018,3
608723,2019,3
608723,2021,3
611093,2015,5
611093,2016,4
611093,2017,2
611093,2018,2
612272,2015,2
612434,2015,4
612434,2016,2
612434,2017,3
612434,2018,3
612434,2019,4
612434,2021,3
612672,2015,4
612672,2016,4
612672,2017,4
612672,2018,3
612672,2019,3
613317,2019,2
613534,2017,2
613534,2018,2
613534,2019,3
613534,2021,2
614179,2017,2
614179,2018,2
614179,2019,2
614179,2021,4
615698,2019,4
615698,2021,5
615868,2016,4
617228,2021,3
620396,2021,3
620446,2019,1
620454,2018,2
620454,2019,2
620982,2017,2
620982,2019,2
621002,2018,2
621002,2019,6
621002,2021,1
621011,2021,1
621044,2018,1
621052,2016,4
621052,2018,2
621052,2019,3
621052,2021,4
621056,2017,3
621056,2018,3
621056,2019,3
621056,2021,3
621057,2021,3
621058,2017,3
621058,2019,3
621074,2021,3
621076,2021,4
621078,2019,3
621078,2021,3
621086,2019,3
621094,2017,2
621097,2019,2
621098,2018,2
621098,2021,3
621107,2016,4
621107,2017,3
621107,2018,4
621107,2019,4
621107,2021,3
621111,2017,3
621111,2018,4
621111,2019,4
621111,2021,6
621112,2017,3
621112,2018,3
621112,2019,3
621112,2021,3
621114,2018,4
621114,2019,4
621114,2021,3
621121,2015,5
621121,2016,3
621121,2017,5
621121,2018,3
621121,2021,3
621129,2021,2
621139,2021,2
621141,2018,3
621141,2019,3
621142,2018,4
621142,2019,4
621199,2016,7
621199,2017,4
621199,2018,4
621199,2019,3
621209,2015,3
621209,2016,3
621219,2016,2
621219,2018,4
621219,2019,3
621219,2021,4
621237,2017,2
621237,2018,2
621237,2019,2
621237,2021,3
621242,2016,2
621242,2017,2
621242,2018,2
621242,2019,2
621242,2021,2
621244,2016,3
621244,2017,2
621244,2018,2
621244,2019,4
621244,2021,2
621248,2021,3
621249,2018,3
621249,2019,4
621249,2021,3
621259,2021,2
621261,2018,2
621261,2019,3
621261,2021,2
621281,2015,2
621281,2016,4
621289,2018,5
621289,2019,4
621294,2016,3
621294,2017,2
621294,2019,2
621295,2016,6
621295,2017,2
621295,2018,2
621295,2019,2
621295,2021,2
621345,2017,2
621345,2018,3
621345,2019,3
621345,2021,3
621348,2021,3
621350,2018,2
621350,2019,2
621363,2019,2
621366,2018,4
621366,2019,2
621366,2021,2
621368,2019,2
621368,2021,2
621381,2016,5
621381,2017,5
621381,2018,3
621381,2019,3
621381,2021,2
621385,2016,2
621385,2017,2
621385,2018,2
621385,2019,3
621389,2016,4
621389,2017,4
621389,2018,4
621389,2019,6
621397,2015,3
621397,2016,2
621397,2017,3
621397,2018,3
621397,2019,3
621408,2015,4
621408,2016,3
621433,2021,2
621500,2021,1
621532,2021,1
621592,2019,2
621593,2021,3
621962,2015,4
622065,2019,3
622065,2021,3
622072,2015,4
622072,2016,2
622072,2017,4
622072,2018,2
622072,2019,3
622072,2021,3
622075,2018,2
622075,2019,2
622075,2021,3
622088,2021,3
622092,2019,4
622092,2021,4
622097,2016,3
622097,2017,2
622097,2018,2
622098,2018,4
622098,2021,3
622103,2019,2
622110,2021,4
622161,2017,2
622161,2018,4
622217,2017,3
622217,2018,3
622250,2019,4
622250,2021,3
622251,2019,2
622251,2021,2
622253,2019,2
622253,2021,2
622256,2021,3
622259,2018,2
622259,2019,2
622382,2017,2
622382,2018,2
622446,2018,3
622446,2019,3
622446,2021,3
622491,2017,4
622491,2018,4
622491,2019,4
622491,2021,4
622492,2017,2
622492,2018,2
622492,2019,2
622492,2021,2
622503,2021,3
622505,2017,2
622505,2018,2
622505,2019,2
622554,2018,2
622554,2019,2
622554,2021,2
622608,2017,2
622608,2018,2
622608,2019,5
622608,2021,3
622663,2015,4
622663,2016,3
622663,2017,4
622663,2018,4
622663,2019,2
622663,2021,3
622694,2018,3
622694,2019,3
622694,2021,3
622703,2017,3
622766,2017,4
622766,2018,2
622766,2019,2
622766,2021,2
622772,2018,4
622772,2019,2
622774,2018,3
622774,2019,3
622780,2021,4
622783,2018,2
622783,2019,2
622786,2019,4
622786,2021,3
622795,2016,3
622795,2017,2
622795,2018,2
622795,2019,2
622797,2019,3
622864,2018,2
622864,2019,2
623149,2017,2
623149,2018,2
623149,2019,3
623149,2021,3
623167,2017,4
623167,2018,2
623167,2019,2
623167,2021,5
623184,2015,9
623184,2016,4
623184,2017,2
623184,2018,3
623184,2019,2
623352,2017,2
623352,2018,2
623352,2019,3
623352,2021,4
623354,2018,2
623354,2019,2
623354,2021,2
623364,2018,2
623364,2019,6
623364,2021,3
623381,2018,3
623381,2019,3
623395,2015,6
623395,2016,2
623395,2017,2
623402,2018,2
623402,2019,2
623406,2016,3
623406,2017,3
623430,2015,5
623430,2016,3
623430,2017,3
623430,2018,3
623430,2019,3
623433,2019,2
623433,2021,3
623434,2017,2
623434,2018,2
623437,2021,2
623439,2016,6
623439,2017,3
623439,2019,3
623451,2017,4
623451,2018,4
623454,2017,2
623454,2018,4
623454,2019,4
623454,2021,3
623465,2018,2
623465,2019,2
623465,2021,2
623470,2018,2
623470,2019,3
623470,2021,2
623474,2019,2
623474,2021,3
623485,2021,3
623913,2017,2
623913,2019,3
624133,2018,2
624133,2019,2
624133,2021,2
624414,2021,1
624418,2021,3
624427,2018,4
624427,2021,3
624522,2021,3
624586,2016,3
624586,2017,3
624586,2018,2
624586,2019,3
624586,2021,3
624636,2018,4
624647,2021,2
625643,2016,4
625643,2017,2
625643,2018,4
625643,2019,4
625643,2021,5
626929,2019,3
626929,2021,3
627262,2017,2
627500,2017,3
627500,2018,3
627894,2017,2
627894,2018,3
628317,2016,8
628317,2017,4
628317,2018,3
628317,2019,4
628317,2021,4
628318,2018,4
628333,2015,5
628333,2016,3
628333,2017,3
628333,2018,2
628333,2019,3
628345,2021,2
628452,2015,2
628452,2016,2
628452,2017,3
628452,2018,2
628452,2019,5
628452,2021,3
628711,2016,3
628711,2017,2
628711,2018,2
628711,2019,4
628711,2021,3
629496,2017,2
629496,2018,3
630023,2018,2
630023,2019,3
630105,2021,4
630263,2019,2
635903,2017,2
635903,2018,1
639373,2018,2
639373,2019,2
640444,2021,3
640447,2018,2
640448,2021,2
640451,2019,4
640451,2021,4
640455,2016,4
640455,2017,4
640455,2018,4
640455,2019,2
640455,2021,4
640462,2019,3
640462,2021,2
640463,2016,5
640463,2017,4
640463,2018,3
640464,2018,4
640464,2019,3
640464,2021,2
640470,2019,4
640470,2021,3
641149,2018,3
641149,2019,3
641154,2018,4
641154,2019,4
641154,2021,3
641302,2019,3
641302,2021,2
641312,2019,4
641312,2021,3
641329,2021,2
641341,2018,4
641341,2019,4
641360,2021,2
641384,2021,3
641386,2021,2
641394,2021,3
641401,2021,3
641420,2021,2
641427,2017,2
641427,2018,3
641438,2017,3
641438,2018,3
641438,2019,3
641447,2021,3
641482,2018,2
641482,2019,3
641482,2021,3
641490,2015,2
641490,2016,3
641490,2017,2
641490,2018,2
641501,2016,2
641501,2017,2
641501,2018,4
641525,2018,1
641525,2019,1
641540,2021,3
641541,2019,4
641541,2021,3
641571,2018,3
641571,2019,5
641576,2021,2
641582,2021,3
641598,2018,1
641627,2015,2
641627,2016,3
641627,2017,3
641627,2018,3
641627,2019,5
641632,2021,3
641645,2021,2
641656,2018,2
641672,2021,2
641682,2021,3
641703,2021,2
641712,2018,4
641712,2019,4
641712,2021,3
641726,2021,3
641729,2017,4
641729,2018,2
641729,2019,2
641729,2021,3
641743,2019,4
641743,2021,4
641745,2018,2
641745,2019,2
641745,2021,3
641755,2018,2
641755,2019,2
641755,2021,3
641771,2016,2
641771,2017,3
641771,2018,4
641771,2021,3
641778,2018,4
641778,2019,3
641778,2021,4
641793,2018,3
641793,2019,4
641793,2021,2
641816,2017,3
641816,2018,4
641816,2019,3
641816,2021,2
641835,2017,2
641835,2018,2
641835,2019,2
641835,2021,2
641838,2016,2
641838,2017,2
641838,2018,2
641838,2019,3
641850,2017,3
641851,2018,2
641851,2019,2
641851,2021,2
641853,2019,3
641871,2017,2
641871,2018,2
641871,2019,2
641871,2021,2
641907,2021,4
641927,2021,6
641941,2017,2
641941,2018,2
641941,2019,3
641941,2021,2
641962,2018,2
641995,2021,2
642003,2016,3
642003,2017,2
642003,2018,2
642003,2019,2
642003,2021,2
642008,2017,2
642008,2018,4
642008,2019,2
642028,2018,2
642028,2019,2
642028,2021,2
642048,2021,3
642067,2019,3
642068,2021,2
642073,2017,4
642073,2018,3
642073,2019,5
642073,2021,4
642083,2017,2
642083,2018,2
642083,2019,2
642083,2021,2
642092,2021,3
642098,2017,3
642098,2018,3
642098,2019,4
642100,2019,2
642100,2021,2
642121,2019,2
642121,2021,4
642130,2021,2
642152,2018,3
642152,2019,5
642152,2021,5
642162,2021,6
642203,2021,2
642207,2019,3
642207,2021,2
642226,2019,2
642229,2016,3
642229,2017,3
642231,2017,2
642231,2018,2
642231,2019,2
642232,2018,4
642232,2019,4
642232,2021,4
642233,2019,2
642233,2021,4
642239,2016,3
642239,2017,2
642239,2018,3
642336,2021,1
642397,2019,3
642397,2021,2
642528,2018,3
642528,2019,3
642528,2021,2
642545,2018,2
642545,2019,2
642545,2021,2
642546,2019,2
642547,2018,3
642547,2019,4
642547,2021,5
642558,2018,5
642558,2019,3
642564,2017,3
642571,2018,3
642578,2019,3
642607,2019,2
642659,2021,2
642701,2018,2
642701,2019,2
642701,2021,3
642727,2021,1
642758,2021,2
642759,2021,2
642770,2019,2
642770,2021,2
642840,2019,2
642851,2021,8
643230,2016,5
643230,2017,5
643230,2018,4
643230,2019,4
643230,2021,3
643256,2018,2
643256,2019,2
643256,2021,2
643290,2019,3
643290,2021,5
643297,2016,4
643316,2018,2
643316,2019,2
643316,2021,2
643320,2017,2
643320,2018,2
643325,2016,2
643327,2015,2
643327,2016,2
643327,2017,3
643327,2018,2
643327,2019,2
643327,2021,2
643329,2017,2
643338,2016,3
643338,2017,2
643338,2018,3
643338,2019,3
643338,2021,2
643354,2016,2
643354,2017,3
643354,2018,3
643354,2019,4
643355,2016,3
643377,2021,5
643400,2021,2
643410,2017,3
643410,2018,3
643414,2017,2
643466,2018,2
643466,2019,2
643478,2019,3
643493,2017,3
643493,2018,3
643493,2019,3
643493,2021,4
643511,2019,2
643511,2021,2
643550,2016,2
643565,2021,2
643603,2016,1
643603,2017,2
643603,2019,2
643615,2019,3
643615,2021,2
643617,2017,2
643617,2018,3
643617,2019,3
643778,2017,2
643778,2018,2
643778,2019,2
643778,2021,4
644364,2017,2
644364,2018,2
644364,2019,2
644428,2017,3
644428,2018,4
645261,2017,2
645261,2018,3
645261,2019,5
645261,2021,3
645801,2019,2
646242,2021,2
647315,2021,3
647336,2018,2
647336,2019,2
648737,2015,4
648737,2016,3
649144,2021,3
650347,2021,2
650382,2019,2
650382,2021,2
650496,2021,3
650530,2019,2
650530,2021,2
650556,2019,2
650556,2021,3
650633,2019,2
650633,2021,2
650644,2019,4
650644,2021,3
650668,2021,4
650671,2019,2
650671,2021,4
650738,2019,3
650813,2019,2
650828,2017,2
650828,2018,2
650828,2021,2
650893,2019,4
650893,2021,4
650895,2018,4
650895,2019,2
650895,2021,2
650911,2021,2
650959,2021,4
655889,2021,2
656061,2021,3
656186,2016,2
656186,2017,3
656186,2018,2
656186,2019,3
656186,2021,2
656212,2021,4
656222,2018,3
656222,2019,5
656232,2021,3
656240,2021,2
656257,2018,3
656257,2019,2
656266,2021,3
656271,2019,2
656288,2019,3
656288,2021,3
656290,2021,3
656302,2019,4
656302,2021,4
656322,2019,2
656322,2021,2
656353,2021,3
656354,2018,2
656354,2019,2
656354,2021,3
656420,2021,2
656427,2017,3
656427,2018,4
656427,2019,4
656427,2021,4
656457,2021,3
656458,2021,2
656464,2019,3
656464,2021,2
656529,2021,3
656546,2016,3
656546,2017,4
656546,2018,3
656546,2019,3
656546,2021,6
656547,2016,3
656547,2017,3
656547,2018,4
656547,2019,3
656548,2021,5
656557,2021,3
656578,2021,3
656605,2019,4
656605,2021,4
656620,2021,2
656629,2018,4
656629,2021,4
656638,2021,3
656641,2021,3
656669,2021,2
656685,2019,3
656685,2021,3
656686,2019,2
656686,2021,4
656713,2019,3
656725,2018,3
656725,2019,3
656725,2021,2
656730,2021,5
656731,2021,4
656738,2018,4
656756,2017,3
656756,2018,4
656756,2019,2
656756,2021,4
656793,2021,3
656794,2017,4
656794,2018,4
656794,2019,4
656794,2021,3
656798,2018,2
656803,2018,2
656803,2019,2
656803,2021,2
656805,2018,3
656814,2018,2
656814,2019,3
656818,2021,3
656849,2021,4
656876,2021,4
656887,2018,2
656887,2019,3
656887,2021,2
656945,2017,2
656945,2018,2
656945,2019,2
656945,2021,2
656954,2018,3
656954,2019,3
656954,2021,3
656970,2019,3
656970,2021,3
656977,2018,2
656977,2019,2
656981,2021,3
657006,2021,2
657024,2019,2
657024,2021,2
657031,2019,4
657031,2021,3
657044,2021,4
657053,2018,3
657053,2019,3
657053,2021,3
657093,2021,3
657097,2019,3
657097,2021,3
657117,2018,3
657117,2019,3
657140,2018,4
657140,2019,3
657140,2021,3
657141,2019,5
657141,2021,2
657205,2016,4
657205,2017,2
657205,2018,2
657209,2018,2
657228,2018,4
657228,2019,3
657228,2021,2
657240,2021,3
657248,2021,3
657277,2019,4
657277,2021,3
657376,2021,3
657508,2021,3
657566,2019,3
657571,2018,4
657571,2019,2
657585,2019,4
657610,2017,4
657610,2018,4
657610,2019,2
657610,2021,3
657612,2018,2
657612,2019,3
657612,2021,2
657624,2018,2
657624,2019,2
657624,2021,4
657670,2016,2
657681,2017,3
657681,2018,3
657697,2021,2
657746,2021,3
657756,2021,2
657766,2019,3
657770,2018,2
657786,2018,2
658069,2021,1
658305,2019,2
658305,2021,2
658431,2021,3
658551,2019,2
658551,2021,2
658648,2019,3
658648,2021,3
658791,2019,3
658792,2017,3
658792,2018,3
658792,2019,3
659275,2017,3
659275,2019,5
659275,2021,4
660271,2018,2
660271,2021,3
660365,2021,3
660422,2021,2
660494,2019,3
660546,2019,3
660546,2021,2
660600,2021,2
660620,2021,4
660623,2019,2
660623,2021,3
660761,2019,3
660761,2021,3
660813,2019,2
660813,2021,3
660825,2021,2
660853,2018,4
660853,2019,2
660853,2021,4
660875,2018,2
660896,2019,2
660896,2021,2
660906,2021,2
661255,2018,2
661255,2019,3
661255,2021,2
661269,2021,3
661383,2021,2
661403,2019,2
661403,2021,2
661440,2021,3
661527,2021,4
661563,2021,3
662253,2019,2
662253,2021,2
663366,2021,3
663372,2021,3
663378,2021,2
663399,2021,2
663423,2019,5
663423,2021,4
663432,2018,2
663432,2019,2
663432,2021,2
663460,2021,4
663465,2018,3
663465,2019,3
663465,2021,3
663474,2021,4
663531,2019,3
663531,2021,5
663554,2021,3
663556,2021,3
663558,2021,2
663559,2021,5
663567,2019,3
663567,2021,3
663574,2021,3
663734,2021,3
663738,2021,3
663753,2021,3
663765,2021,4
663770,2021,3
663776,2019,5
663776,2021,3
663804,2021,3
663853,2021,2
663855,2018,3
663855,2019,2
663855,2021,2
663878,2021,3
663903,2021,2
663959,2021,3
663978,2019,4
663978,2021,4
663986,2021,2
663992,2019,2
663992,2021,2
664023,2018,7
664028,2018,2
664034,2019,2
664042,2019,3
664042,2021,3
664045,2019,3
664045,2021,3
664054,2019,3
664054,2021,3
664062,2019,3
664062,2021,2
664074,2021,4
664076,2021,2
664092,2019,2
664092,2021,2
664123,2021,2
664126,2019,3
664126,2021,3
664129,2019,4
664129,2021,2
664139,2019,2
664139,2021,3
664141,2021,3
664157,2019,4
664157,2021,2
664180,2018,3
664180,2019,4
664192,2018,4
664192,2019,4
664192,2021,2
664196,2018,2
664196,2019,2
664196,2021,3
664199,2019,4
664199,2021,3
664208,2017,2
664208,2018,3
664208,2019,3
664208,2021,4
664238,2019,1
664285,2018,3
664285,2019,4
664285,2021,3
664294,2021,3
664299,2021,6
664337,2021,3
664353,2019,3
664353,2021,3
664584,2021,4
664641,2016,2
664641,2017,4
664641,2018,2
664682,2018,2
664682,2021,2
664701,2017,2
664701,2018,2
664714,2021,3
664776,2021,3
664789,2021,2
664852,2021,2
664854,2019,3
664854,2021,3
664856,2018,2
664856,2019,2
664869,2018,3
664871,2019,4
664875,2021,2
664901,2021,2
664918,2019,2
664918,2021,2
664948,2021,3
665001,2019,2
665093,2019,3
665120,2019,2
665152,2021,6
665155,2021,3
665620,2021,3
665621,2021,2
665625,2021,2
665645,2021,2
665661,2021,3
665665,2021,2
665733,2021,2
665759,2021,2
665795,2021,3
665854,2021,2
665896,2021,2
666120,2021,3
666129,2021,3
666159,2021,4
666168,2021,2
666200,2019,3
666200,2021,3
666201,2021,4
666205,2021,3
666619,2021,3
666808,2021,2
666818,2021,3
667297,2021,2
667373,2021,2
667376,2021,3
667463,2021,3
667465,2021,2
667498,2019,4
667498,2021,3
667725,2021,3
668665,2019,2
668665,2021,4
668670,2021,2
668676,2019,3
668676,2021,3
668678,2019,3
668678,2021,4
668683,2019,2
668687,2021,3
668820,2021,3
668941,2021,2
668968,2021,2
669060,2018,2
669060,2019,3
669060,2021,4
669135,2021,2
669145,2021,3
669160,2019,3
669160,2021,3
669169,2021,3
669203,2018,4
669203,2019,4
669203,2021,4
669211,2021,4
669212,2021,3
669214,2019,2
669214,2021,3
669270,2019,2
669276,2021,2
669294,2021,3
669302,2021,4
669330,2021,3
669358,2021,2
669373,2021,3
669395,2021,2
669424,2021,3
669432,2021,2
669456,2018,4
669456,2019,2
669456,2021,4
669459,2021,3
669618,2021,3
669622,2021,3
669674,2021,4
669735,2021,4
669912,2021,3
669935,2021,3
669952,2021,3
670036,2018,3
670036,2019,3
670050,2021,2
670056,2021,2
670057,2021,3
670087,2021,2
670090,2021,2
670167,2019,3
670167,2021,4
670280,2019,3
670280,2021,3
670329,2019,2
670426,2019,3
670456,2019,2
670456,2021,4
670550,2021,2
670712,2019,3
670766,2021,2
670912,2021,3
670950,2018,3
670950,2019,3
670950,2021,3
670955,2021,3
670970,2019,3
670970,2021,4
670990,2021,3
671345,2021,2
671790,2019,2
671790,2021,3
672282,2021,3
672335,2018,2
672335,2019,2
672335,2021,4
672391,2021,2
672578,2021,2
672582,2021,2
672710,2021,2
672715,2021,4
672773,2019,3
672851,2021,3
673258,2019,4
673633,2018,2
673633,2019,3
674944,2021,3
675911,2021,2
675912,2021,3
675916,2019,3
675916,2021,2
675921,2021,4
675971,2021,2
676050,2021,3
676051,2021,3
676083,2021,3
676103,2021,2
676220,2021,2
676265,2021,4
676424,2021,4
676477,2021,2
676596,2021,5
676604,2021,2
676606,2019,3
676606,2021,3
676617,2021,3
676684,2021,2
676709,2021,3
676710,2021,3
676755,2021,2
676766,2021,2
676831,2021,2
676840,2021,2
676879,2021,4
676886,2021,2
676969,2021,3
676979,2021,3
677651,2021,7
677865,2021,2
677960,2021,2
677976,2019,2
677976,2021,2
680430,2021,3
680686,2021,3
680692,2021,2
680704,2021,3
681806,2021,3
681810,2021,2
681867,2021,3
681911,2021,3
683232,2021,2
685503,2021,4
