"name","key_mlbam","key_bbref"
"Blake Parker",453284,"parkebl01"
"Dariel Álvarez",645848,"alvarda02"
"Luis Avilán",501593,"avilalu01"
"Kelby Tomlinson",605509,"tomlike01"
"Cliff Pennington",460060,"pennicl01"
"Guido Knudson",605317,"knudsgu01"
"Jeremy Hellickson",476451,"hellije01"
"Willie Bloomquist",217100,"bloomwi01"
"Ryan Court",606956,"courtry01"
"Cameron Perkins",573088,"perkica01"
"Shawn O'Malley",502523,"omallsh01"
"Dustin Ackley",554429,"ackledu01"
"Darin Mastroianni",518991,"mastrda01"
"Eric Sogard",519299,"sogarer01"
"Jon Singleton",572138,"singljo02"
"Tyler Pill",543652,"pillty01"
"Isaac Mattson",676755,"mattsis01"
"José Peraza",606299,"perazjo01"
"Mickey Jannis",595263,"jannimi01"
"Chris Heisey",502317,"heisech01"
"José Bautista",430832,"bautijo02"
"J. B. Bukauskas",656266,"bukaujb01"
"Kyle Cody",621129,"codyky01"
"Martín Prado",445988,"pradoma01"
"Paco Rodríguez",572089,"rodrist02"
"Toru Murata",538506,"muratto01"
"Mark Reynolds",448602,"reynoma01"
"Tim Lopes",621005,"lopesti01"
"Daniel Palka",594953,"palkada01"
"Vin Mazzaro",476570,"mazzavi01"
"Danny Farquhar",543144,"farquda01"
"Homer Bailey",456701,"baileho02"
"Daniel Zamora",623354,"zamorda01"
"Andrew Faulkner",605226,"faulkan01"
"Wade Davis",451584,"daviswa01"
"Brett Cecil",446399,"cecilbr01"
"Ian Desmond",435622,"desmoia01"
"Yohan Flande",456071,"flandyo01"
"Mitch Walding",605520,"waldimi01"
"Nick Kingham",592468,"kinghni01"
"Brett Kennedy",664028,"kennebr02"
"Matt Albers",458006,"alberma01"
"Yadiel Rivera",592680,"riverya01"
"Francisco Rodríguez",408061,"rodrifr03"
"Gregorio Petit",463610,"petitgr01"
"Steven Tolleson",476270,"tollest01"
"Marco Hernández",593523,"hernama02"
"Frank Herrmann",497807,"herrmfr01"
"Sal Romano",607219,"romansa01"
"Franklin Barreto",620439,"barrefr02"
"Michael Mariot",592527,"mariomi01"
"Troy Stokes",657011,"stoketr01"
"Edward Mujica",465629,"mujiced01"
"Brent Honeywell",641703,"honeybr01"
"Leonys Martín",547982,"martile01"
"Eduardo Núñez",456488,"nunezed02"
"Ricky Nolasco",445060,"nolasri01"
"Cesar Cabral",501627,"cabrace01"
"Neil Ramírez",519166,"ramirne01"
"Chris Denorfia",456121,"denorch01"
"Adrián González",408236,"gonzaad01"
"Mitch Moreland",519048,"morelmi01"
"Abiatal Avelino",623214,"aveliab01"
"Alejandro Chacin",591701,"chacial01"
"Ryan Lavarnway",543432,"lavarry01"
"Doug Fister",450729,"fistedo01"
"Nivaldo Rodriguez",670550,"rodrini01"
"Daniel Ponce de Leon",594965,"ponceda01"
"Tyler Flowers",452095,"flowety01"
"Chaz Roe",475054,"roech01"
"Mike Shawaryn",642067,"shawami01"
"Angel Nesbitt",553970,"nesbian01"
"Blaine Boyer",430641,"boyerbl01"
"Colby Lewis",407890,"lewisco01"
"Jonny Venters",458924,"ventejo01"
"Brad Peacock",502748,"peacobr01"
"Jeff Manship",453249,"manshje01"
"Ángel Pagán",434636,"paganan01"
"Travis Snider",501983,"snidetr01"
"Tyler White",643603,"whitety01"
"Josh Ravin",502051,"ravinjo01"
"Shea Spitzbarth",665661,"spitzsh01"
"Nick Anderson",623433,"anderni01"
"Trevor Rosenthal",572096,"rosentr01"
"Wilkin Castillo",446868,"castiwi01"
"Jeff Locke",502046,"lockeje01"
"Mark Teixeira",407893,"teixema01"
"Nick Martini",605361,"martini02"
"Ronald Torreyes",591720,"torrero01"
"Erik Johnson",605304,"johnser04"
"Byung Ho Park",666560,"parkby01"
"Mike Baxter",488689,"baxtemi01"
"Jimmy Paredes",517370,"paredji01"
"Nick Heath",670084,"heathni01"
"John Lamb",543424,"lambjo02"
"Rafael Bautista",622441,"bautira01"
"Josh Thole",489365,"tholejo01"
"Tyler Cloyd",543031,"cloydty01"
"Ryan McBroom",643436,"mcbrory01"
"Jesse Biddle",592145,"biddlje01"
"Omar Infante",408299,"infanom01"
"Bubba Starling",605490,"starlbu01"
"Jim Adduci",451192,"adducji02"
"Kyle Zimmer",622092,"zimmeky01"
"Jesus Montero",524968,"monteje01"
"Brett Bochy",594762,"bochybr02"
"Matt Skole",605474,"skolema01"
"Slade Heathcott",571761,"heathsl01"
"Yangervis Solarte",500208,"solarya01"
"Engelb Vielma",622713,"vielmen01"
"Jimmy Cordero",622772,"cordeji01"
"Jordany Valdespin",518170,"valdejo02"
"Gerardo Parra",467827,"parrage01"
"Jordan Yamamoto",657141,"yamamjo01"
"Alex Presley",502100,"preslal01"
"Trevor Bauer",545333,"bauertr01"
"Mallex Smith",605480,"smithma05"
"Christian Villanueva",570799,"villach01"
"Cody Ponce",664074,"ponceco01"
"Johnny Barbato",592127,"barbajo01"
"Yusmeiro Petit",433589,"petityu01"
"Tyler Ladendorf",502285,"ladenty01"
"Félix Peña",570240,"penafe01"
"Jared Hughes",453172,"hugheja02"
"Daniel Fields",571665,"fieldda01"
"Colten Brewer",605155,"breweco01"
"Chase Bradford",607473,"bradfch02"
"Rey Navarro",519071,"navarre01"
"Rafael Marchan",665561,"marchra01"
"Nick Noonan",519082,"noonani01"
"Dayan Díaz",500765,"diazda01"
"Drew Anderson",623454,"anderdr02"
"Daniel Descalso",518614,"descada01"
"Reed Johnson",407862,"johnsre02"
"Nick Markakis",455976,"markani01"
"Josh Reddick",502210,"reddijo01"
"Francisco Liriano",434538,"liriafr01"
"Nick Tropeano",607374,"tropeni01"
"Shane Carle",641438,"carlesh01"
"Dellin Betances",476454,"betande01"
"Rob Wooten",543942,"wootero01"
"Burch Smith",572143,"smithbu03"
"Matt Grace",594840,"gracema02"
"Brett Lawrie",543434,"lawribr01"
"Geoff Hartlieb",664129,"hartlge01"
"Riley Smith",642092,"smithri01"
"Austin Maddox",545348,"maddoau01"
"Taylor Williams",592865,"willita01"
"Chris Carter",474892,"cartech02"
"Logan Forsythe",523253,"forsylo01"
"Luís Madero",650347,"maderlu01"
"Marc Krauss",571868,"krausma01"
"Yonder Alonso",475174,"alonsyo01"
"Miguel Gómez",622497,"gomezmi01"
"Hector Perez",660431,"perezhe02"
"Harrison Musgrave",643466,"musgrha01"
"Robert Stock",476594,"stockro01"
"Jeremy Guthrie",425386,"guthrje01"
"Dan Altavilla",656186,"altavda01"
"James Marvel",621086,"marveja01"
"Matt Buschmann",501936,"buschma01"
"Ryan Buchter",488748,"buchtry01"
"Miguel Socolovich",462515,"socolmi01"
"Mike Dunn",445197,"dunnmi01"
"Carlos Asuaje",641319,"asuajca01"
"Munenori Kawasaki",493128,"kawasmu01"
"Ben Meyer",656738,"meyerbe02"
"David Huff",453307,"huffda01"
"James Sherfy",642073,"sherfji01"
"Kevin Cron",605196,"cronke01"
"Aaron Altherr",571437,"altheaa01"
"Jean Machi",466948,"machije01"
"Pat Valaika",642162,"valaipa01"
"Stephen Tarpley",605501,"tarplst01"
"Robbie Ross",543726,"rossro01"
"Justin Maxwell",452239,"maxweju01"
"Elvis Luciano",672773,"luciael01"
"Jonathan Papelbon",449097,"papeljo01"
"Heath Fillmyer",641571,"fillmhe01"
"Andrew Moore",621058,"moorean02"
"Koji Uehara",493157,"ueharko01"
"Yacksel Ríos",605441,"riosya01"
"Jason Kipnis",543401,"kipnija01"
"Gabriel Moya",622382,"moyaga01"
"Tim Collins",525768,"colliti01"
"Gregory Polanco",570256,"polangr01"
"Eric O'Flaherty",447714,"oflaher01"
"Cole Figueroa",502676,"figueco01"
"Seth Maness",595307,"manesse01"
"Josh Taylor",657031,"taylojo02"
"Cory Gearrin",518715,"gearrco01"
"Joey Butler",542994,"butlejo04"
"Kyle Waldrop",592835,"waldrky02"
"Shane Victorino",425664,"victosh01"
"Tony Cingrani",571561,"cingrto01"
"Brad Wieck",623364,"wieckbr01"
"Mike Fiers",571666,"fiersmi01"
"Daniel Wright",642229,"wrighda04"
"Joe Hudson",621529,"hudsojo03"
"Sherman Johnson",582473,"johnssh01"
"Reggie McClain",596035,"mcclare01"
"Skip Schumaker",435401,"schumsk01"
"Andrew Suárez",605498,"suarean01"
"Darien Núñez",628345,"nunezda01"
"José Domínguez",523848,"dominjo01"
"Ryan Kalish",501888,"kalisry01"
"James Shields",448306,"shielja02"
"Eddie Butler",572750,"butleed01"
"Dietrich Enns",608650,"ennsdi01"
"Dwight Smith",596105,"smithdw02"
"Giovanni Soto",543803,"sotogi01"
"Eric Skoglund",607215,"skogler01"
"Josh Smoker",519294,"smokejo01"
"Yasiel Puig",624577,"puigya01"
"Deivy Grullón",620453,"grullde01"
"Johnny Monell",476192,"moneljo01"
"Louis Coleman",488786,"colemlo01"
"Mark Lowe",450275,"lowema01"
"Boog Powell",621471,"powelbo02"
"Curtis Granderson",434158,"grandcu01"
"James Paxton",572020,"paxtoja01"
"Sandy Báez",622783,"baezsa01"
"Hunter Owen",670462,"owenhu01"
"Jett Bandy",542908,"bandyje01"
"Jonathan Stiever",680692,"stievjo01"
"Kyle Lloyd",643414,"lloydky01"
"Nick Tepesch",519344,"tepesni01"
"Jeremy Affeldt",346793,"affelje01"
"Ronald Belisario",430613,"belisro01"
"Ernesto Frieri",457117,"frierer01"
"Jason Coats",605183,"coatsja01"
"Ed Easley",446225,"easleed01"
"Michael Martinez",492841,"martimi02"
"Barry Zito",217096,"zitoba01"
"Hank Conger",474233,"congeha01"
"Robel García",596825,"garciro02"
"Tony Watson",453265,"watsoto01"
"Joe Thatcher",491159,"thatcjo01"
"Ike Davis",477195,"davisik02"
"Ramón Flores",570717,"florera02"
"Luke Hochevar",460024,"hochelu01"
"Logan Ondrusek",446185,"ondrulo01"
"Dana Eveland",445968,"evelada01"
"Jacob Robson",615699,"robsoja01"
"Edwin Encarnación",429665,"encared01"
"Jacob Rhame",642008,"rhameja01"
"Dean Anna",542883,"annade01"
"Xavier Scruggs",489305,"scrugxa01"
"Miguel González",456068,"gonzami03"
"Chad Bell",518445,"bellch02"
"Fernando Romero",622864,"romerfe01"
"John Axford",446099,"axforjo01"
"Austin Adams",542866,"adamsau01"
"Stephen Drew",452220,"drewst01"
"Jake Peavy",408241,"peavyja01"
"Dioner Navarro",425900,"navardi01"
"Andrew Miller",453192,"millean01"
"Jenrry Mejia",516769,"mejiaje01"
"Matt Harrison",457448,"harrima01"
"Evan Gattis",594828,"gattiev01"
"Alex Torres",456776,"torreal01"
"Adam Wilk",573244,"wilkad01"
"Dan Haren",429717,"harenda01"
"Mat Latos",502009,"latosma01"
"Scott Kazmir",431148,"kazmisc01"
"Andy Burns",542992,"burnsan01"
"Tomás Telis",542513,"telisto01"
"Carson Fulmer",608334,"fulmeca01"
"Ichiro Suzuki",400085,"suzukic01"
"Anthony Recker",489232,"reckean01"
"Lane Adams",572669,"adamsla01"
"Steven Baron",571467,"baronst01"
"Jake Elmore",518653,"elmorja01"
"Carlos Contreras",542266,"contrca01"
"Erik Cordier",449170,"cordier01"
"Nick Dini",664926,"dinini01"
"Jesen Therrien",592279,"dygesje01"
"Jason Hursh",592422,"hurshja01"
"José Reyes",408314,"reyesjo01"
"Scott Copeland",571577,"copelsc01"
"Joe Panik",605412,"panikjo01"
"Kyle Jensen",571812,"jenseky01"
"Zach McAllister",502083,"mcallza01"
"André Rienzo",516589,"rienzan01"
"Dovydas Neverauskas",596720,"neverdo01"
"Steve Clevenger",502182,"clevest01"
"A. J. Morris",571963,"morriaj01"
"Tyler Moore",489138,"moorety01"
"Jonathan Herrera",468406,"herrejo03"
"Ryan Flaherty",475247,"flahery01"
"A. J. Burnett",150359,"burnea.01"
"Rafael Martín",514669,"martira04"
"Dan Johnson",430681,"johnsda06"
"Bo Schultz",544759,"schulbo02"
"Chad Jenkins",554432,"jenkich01"
"Nick Delmonico",547170,"delmoni01"
"Zack Burdi",641420,"burdiza01"
"Jason Motte",435400,"motteja01"
"Jay Flaa",664852,"flaaja01"
"Ray Black",605143,"blackra01"
"Tyler Saladino",573135,"saladty01"
"Francisco Cervelli",465041,"cervefr01"
"Chris Stewart",455755,"stewach01"
"Hunter Cervenka",543017,"cervehu01"
"Gerald Laird",408042,"lairdge01"
"Drew Robinson",592685,"robindr01"
"Kevin Kaczmarski",664842,"kaczmke01"
"Ryan Brett",592166,"brettry01"
"Scott Baker",435044,"bakersc02"
"Brett Gardner",458731,"gardnbr01"
"Sterling Sharp",643532,"sharpst01"
"Kendrys Morales",434778,"moralke01"
"Cristhian Adames",542436,"adamecr01"
"Justin Anderson",605121,"anderju01"
"Adam LaRoche",425560,"larocad01"
"Blake Smith",544930,"smithbl01"
"Michael Choice",574831,"choicmi01"
"Chris Narveson",429780,"narvech01"
"David Hale",571735,"haleda02"
"Raúl Alcántara",593417,"alcanra01"
"Kenta Maeda",628317,"maedake01"
"Javy Guerra",457915,"guerrja01"
"Josh Phegley",572033,"phegljo01"
"Kris Medlen",450665,"medlekr01"
"Bryce Brentz",518490,"brentbr01"
"Yasmany Tomás",630111,"tomasya01"
"Chris Young",455759,"youngch04"
"L. J. Hoes",543321,"hoeslj01"
"Kyle Dohy",675971,"dohyky01"
"Dilson Herrera",599096,"herredi01"
"Jorge Bonifacio",593528,"bonifjo01"
"Michael Blazek",518468,"blazemi01"
"Matt Marksberry",621408,"marksma01"
"Tony Sanchez",506997,"sanchto01"
"Chris Davis",448801,"davisch02"
"Daniel Johnson",669288,"johnsda07"
"Carlos Frías",516910,"friasca01"
"Marco Estrada",462136,"estrama01"
"Kyle McGowin",641851,"mcgowky01"
"Steven Moya",570615,"moyast01"
"Jemile Weeks",457789,"weeksje01"
"John Andreoli",607430,"andrejo03"
"Tyler Zuber",676604,"zuberty01"
"Nick Hundley",460026,"hundlni01"
"Dalton Pompey",592647,"pompeda01"
"Anthony Swarzak",461872,"swarzan01"
"Adonis Rosa",650738,"rosaad01"
"Alexi Ogando",468396,"ogandal01"
"Jairo Díaz",545064,"diazja01"
"Ty Buttrey",621142,"buttrty01"
"R. A. Dickey",285079,"dicker.01"
"Wander Suero",593833,"suerowa01"
"Carlos Beltrán",136860,"beltrca01"
"A. J. Griffin",456167,"griffaj01"
"Ali Sánchez",645305,"sanchal04"
"Alex De Goti",621008,"degotal01"
"Billy Butler",456714,"butlebi03"
"Michael Tonkin",543859,"tonkimi01"
"Alfredo Marte",501245,"marteal01"
"Bryan Mitchell",571951,"mitchbr01"
"Johnny Davis",643275,"davisjo06"
"Andrew Bailey",457732,"bailean01"
"Johnny Giavotella",543213,"giavojo01"
"Mike Olt",592609,"oltmi01"
"Erik Kratz",456124,"kratzer01"
"Jung Ho Kang",628356,"kangju01"
"Zach Granite",643335,"graniza01"
"Chris Volstad",458690,"volstch01"
"Carlos Gómez",460576,"gomezca01"
"Jamie Romak",457449,"romakja01"
"Esmil Rogers",469134,"rogeres01"
"Taylor Gushue",656494,"gushuta01"
"Chase Utley",400284,"utleych01"
"Ramiro Pena",455369,"penara02"
"Juan Uribe",346874,"uribeju01"
"Matt Holliday",407812,"hollima01"
"Wei-Chung Wang",623913,"wangwe01"
"Jordan Jankowski",543357,"jankojo01"
"Dan Straily",573185,"straida01"
"David Lough",518953,"loughda01"
"Randy Choate",329092,"choatra01"
"Charlie Furbush",518703,"furbuch01"
"Richie Shaffer",572128,"shaffri01"
"Edinson Volquez",450172,"volqued01"
"Tyler Ivey",663959,"iveyty01"
"Adam Eaton",594809,"eatonad02"
"Nik Turley",543867,"turleni01"
"Jeremy Bleich",542946,"bleicje01"
"Clayton Richard",453385,"richacl01"
"LaTroy Hawkins",115629,"hawkila01"
"Anthony Ranaudo",519168,"ranauan01"
"Trey Wingenter",622259,"wingetr01"
